area,item,year,value
Jordan,Mutton & Goat Meat,2010,4.51
Jordan,Mutton & Goat Meat,2011,4.37
Jordan,Mutton & Goat Meat,2012,6.49
Jordan,Mutton & Goat Meat,2013,5.17
Jordan,Mutton & Goat Meat,2014,4.96
Jordan,Mutton & Goat Meat,2015,5.06
Jordan,Mutton & Goat Meat,2016,4.87
Jordan,Mutton & Goat Meat,2017,4.56
Jordan,Mutton & Goat Meat,2018,5.68
Jordan,Mutton & Goat Meat,2019,4.47
Jordan,Mutton & Goat Meat,2020,4.45
Jordan,Mutton & Goat Meat,2021,4.39
Jordan,Mutton & Goat Meat,2022,4.39
Jordan,Mutton & Goat Meat,2023,4.75
Jordan,Pigmeat,2010,0.02
Jordan,Pigmeat,2011,0.02
Jordan,Pigmeat,2012,0.02
Jordan,Pigmeat,2013,0.01
Jordan,Pigmeat,2014,0.01
Jordan,Pigmeat,2015,0.01
Jordan,Pigmeat,2016,0.01
Jordan,Pigmeat,2017,0.01
Jordan,Pigmeat,2018,0.01
Jordan,Pigmeat,2019,0.01
Jordan,Pigmeat,2020,0.01
Jordan,Pigmeat,2021,0.01
Jordan,Pigmeat,2022,0.01
Jordan,Pigmeat,2023,0.01
Jordan,Poultry Meat,2010,29.71
Jordan,Poultry Meat,2011,30.29
Jordan,Poultry Meat,2012,30.79
Jordan,Poultry Meat,2013,30.41
Jordan,Poultry Meat,2014,29.13
Jordan,Poultry Meat,2015,26.27
Jordan,Poultry Meat,2016,24.8
Jordan,Poultry Meat,2017,24.17
Jordan,Poultry Meat,2018,25.61
Jordan,Poultry Meat,2019,22.02
Jordan,Poultry Meat,2020,24.52
Jordan,Poultry Meat,2021,28.49
Jordan,Poultry Meat,2022,26.61
Jordan,Poultry Meat,2023,23.14
Jordan,"Meat, Other",2010,0.09
Jordan,"Meat, Other",2011,0.08
Jordan,"Meat, Other",2012,0.05
Jordan,"Meat, Other",2013,0.08
Jordan,"Meat, Other",2014,0.08
Jordan,"Meat, Other",2015,0.08
Jordan,"Meat, Other",2016,0.11
Jordan,"Meat, Other",2017,0.08
Jordan,"Meat, Other",2018,0.09
Jordan,"Meat, Other",2019,0.09
Jordan,"Meat, Other",2020,0.09
Jordan,"Meat, Other",2021,0.1
Jordan,"Meat, Other",2022,0.09
Jordan,"Meat, Other",2023,0.08
Kazakhstan,Bovine Meat,2010,16.57
Kazakhstan,Bovine Meat,2011,15.88
Kazakhstan,Bovine Meat,2012,15.71
Kazakhstan,Bovine Meat,2013,16.16
Kazakhstan,Bovine Meat,2014,16.3
Kazakhstan,Bovine Meat,2015,16.45
Kazakhstan,Bovine Meat,2016,16.27
Kazakhstan,Bovine Meat,2017,17.44
Kazakhstan,Bovine Meat,2018,17.44
Kazakhstan,Bovine Meat,2019,19.59
Kazakhstan,Bovine Meat,2020,19.73
Kazakhstan,Bovine Meat,2021,20
Kazakhstan,Bovine Meat,2022,17.88
Kazakhstan,Bovine Meat,2023,18.78
Kazakhstan,Mutton & Goat Meat,2010,8.57
Kazakhstan,Mutton & Goat Meat,2011,8.77
Kazakhstan,Mutton & Goat Meat,2012,8.87
Kazakhstan,Mutton & Goat Meat,2013,9
Kazakhstan,Mutton & Goat Meat,2014,9.08
Kazakhstan,Mutton & Goat Meat,2015,9.07
Kazakhstan,Mutton & Goat Meat,2016,9.05
Kazakhstan,Mutton & Goat Meat,2017,8.98
Kazakhstan,Mutton & Goat Meat,2018,8.95
Kazakhstan,Mutton & Goat Meat,2019,8.96
Kazakhstan,Mutton & Goat Meat,2020,8.79
Kazakhstan,Mutton & Goat Meat,2021,8.82
Kazakhstan,Mutton & Goat Meat,2022,7.05
Kazakhstan,Mutton & Goat Meat,2023,7.18
Kazakhstan,Pigmeat,2010,7.77
Kazakhstan,Pigmeat,2011,10.08
Kazakhstan,Pigmeat,2012,9.98
Kazakhstan,Pigmeat,2013,9.69
Kazakhstan,Pigmeat,2014,8.74
Kazakhstan,Pigmeat,2015,8
Kazakhstan,Pigmeat,2016,7.57
Kazakhstan,Pigmeat,2017,7.34
Kazakhstan,Pigmeat,2018,7.08
Kazakhstan,Pigmeat,2019,7.31
Kazakhstan,Pigmeat,2020,7.92
Kazakhstan,Pigmeat,2021,8.5
Kazakhstan,Pigmeat,2022,6.68
Kazakhstan,Pigmeat,2023,6.7
Kazakhstan,Poultry Meat,2010,13.44
Kazakhstan,Poultry Meat,2011,15.28
Kazakhstan,Poultry Meat,2012,18.17
Kazakhstan,Poultry Meat,2013,16.98
Kazakhstan,Poultry Meat,2014,15.82
Kazakhstan,Poultry Meat,2015,16.21
Kazakhstan,Poultry Meat,2016,16.54
Kazakhstan,Poultry Meat,2017,18.16
Kazakhstan,Poultry Meat,2018,19.65
Kazakhstan,Poultry Meat,2019,20
Kazakhstan,Poultry Meat,2020,21.16
Kazakhstan,Poultry Meat,2021,21.81
Kazakhstan,Poultry Meat,2022,22.23
Kazakhstan,Poultry Meat,2023,23.39
Kazakhstan,"Meat, Other",2010,5.27
Kazakhstan,"Meat, Other",2011,5.43
Kazakhstan,"Meat, Other",2012,5.55
Kazakhstan,"Meat, Other",2013,5.62
Kazakhstan,"Meat, Other",2014,5.36
Kazakhstan,"Meat, Other",2015,5.27
Kazakhstan,"Meat, Other",2016,5.56
Kazakhstan,"Meat, Other",2017,5.53
Kazakhstan,"Meat, Other",2018,5.59
Kazakhstan,"Meat, Other",2019,6.09
Kazakhstan,"Meat, Other",2020,6.3
Kazakhstan,"Meat, Other",2021,6.59
Kazakhstan,"Meat, Other",2022,8.47
Kazakhstan,"Meat, Other",2023,8.84
Kuwait,Bovine Meat,2010,10.47
Kuwait,Bovine Meat,2011,10.14
Kuwait,Bovine Meat,2012,9.16
Kuwait,Bovine Meat,2013,12.64
Kuwait,Bovine Meat,2014,11.78
Kuwait,Bovine Meat,2015,12.1
Kuwait,Bovine Meat,2016,9.59
Kuwait,Bovine Meat,2017,9.6
Kuwait,Bovine Meat,2018,9.49
Kuwait,Bovine Meat,2019,11.63
Kuwait,Bovine Meat,2020,11.59
Kuwait,Bovine Meat,2021,12.33
Kuwait,Bovine Meat,2022,11.96
Kuwait,Bovine Meat,2023,9.49
Kuwait,Mutton & Goat Meat,2010,14.4
Kuwait,Mutton & Goat Meat,2011,14.37
Kuwait,Mutton & Goat Meat,2012,14.32
Kuwait,Mutton & Goat Meat,2013,13.85
Kuwait,Mutton & Goat Meat,2014,13.59
Kuwait,Mutton & Goat Meat,2015,13.36
Kuwait,Mutton & Goat Meat,2016,13.15
Kuwait,Mutton & Goat Meat,2017,12.6
Kuwait,Mutton & Goat Meat,2018,12.18
Kuwait,Mutton & Goat Meat,2019,12.95
Kuwait,Mutton & Goat Meat,2020,13.15
Kuwait,Mutton & Goat Meat,2021,13.69
Kuwait,Mutton & Goat Meat,2022,13.87
Kuwait,Mutton & Goat Meat,2023,14.26
Kuwait,Pigmeat,2019,0.31
Kuwait,Pigmeat,2020,0
Kuwait,Pigmeat,2021,0
Kuwait,Poultry Meat,2010,71
Kuwait,Poultry Meat,2011,67.51
Kuwait,Poultry Meat,2012,58.86
Kuwait,Poultry Meat,2013,53.21
Kuwait,Poultry Meat,2014,46.76
Kuwait,Poultry Meat,2015,47.07
Kuwait,Poultry Meat,2016,46.21
Kuwait,Poultry Meat,2017,45.24
Kuwait,Poultry Meat,2018,46.44
Kuwait,Poultry Meat,2019,45.74
Kuwait,Poultry Meat,2020,45.28
Kuwait,Poultry Meat,2021,45.19
Kuwait,Poultry Meat,2022,40.53
Kuwait,Poultry Meat,2023,36.81
Kuwait,"Meat, Other",2010,0.55
Kuwait,"Meat, Other",2011,0.7
Kuwait,"Meat, Other",2012,0.59
Kuwait,"Meat, Other",2013,0.54
Kuwait,"Meat, Other",2014,0.64
Kuwait,"Meat, Other",2015,0.57
Kuwait,"Meat, Other",2016,0.44
Kuwait,"Meat, Other",2017,0.54
Kuwait,"Meat, Other",2018,1.38
Kuwait,"Meat, Other",2019,2.42
Kuwait,"Meat, Other",2020,2.26
Kuwait,"Meat, Other",2021,2.45
Kuwait,"Meat, Other",2022,2.09
Kuwait,"Meat, Other",2023,1.98
Kyrgyzstan,Bovine Meat,2010,13.84
Kyrgyzstan,Bovine Meat,2011,14.25
Kyrgyzstan,Bovine Meat,2012,14.33
Kyrgyzstan,Bovine Meat,2013,14.6
Kyrgyzstan,Bovine Meat,2014,15.43
Kyrgyzstan,Bovine Meat,2015,14.49
Kyrgyzstan,Bovine Meat,2016,14.55
Kyrgyzstan,Bovine Meat,2017,14.07
Kyrgyzstan,Bovine Meat,2018,14.67
Kyrgyzstan,Bovine Meat,2019,15.17
Kyrgyzstan,Bovine Meat,2020,15.15
Kyrgyzstan,Bovine Meat,2021,15.32
Kyrgyzstan,Bovine Meat,2022,15.77
Kyrgyzstan,Bovine Meat,2023,16.19
Kyrgyzstan,Mutton & Goat Meat,2010,8.74
Kyrgyzstan,Mutton & Goat Meat,2011,8.62
Kyrgyzstan,Mutton & Goat Meat,2012,8.49
Kyrgyzstan,Mutton & Goat Meat,2013,8.41
Kyrgyzstan,Mutton & Goat Meat,2014,8.48
Kyrgyzstan,Mutton & Goat Meat,2015,8.54
Kyrgyzstan,Mutton & Goat Meat,2016,8.6
Kyrgyzstan,Mutton & Goat Meat,2017,8.67
Kyrgyzstan,Mutton & Goat Meat,2018,8.7
Kyrgyzstan,Mutton & Goat Meat,2019,8.66
Kyrgyzstan,Mutton & Goat Meat,2020,8.7
Kyrgyzstan,Mutton & Goat Meat,2021,9.55
Kyrgyzstan,Mutton & Goat Meat,2022,9.53
Kyrgyzstan,Mutton & Goat Meat,2023,9.59
Kyrgyzstan,Pigmeat,2010,5.36
Kyrgyzstan,Pigmeat,2011,4.79
Kyrgyzstan,Pigmeat,2012,4.82
Kyrgyzstan,Pigmeat,2013,4.29
Kyrgyzstan,Pigmeat,2014,5.77
Kyrgyzstan,Pigmeat,2015,3.12
Kyrgyzstan,Pigmeat,2016,2.81
Kyrgyzstan,Pigmeat,2017,2.74
Kyrgyzstan,Pigmeat,2018,2.67
Kyrgyzstan,Pigmeat,2019,2.25
Kyrgyzstan,Pigmeat,2020,2.09
Kyrgyzstan,Pigmeat,2021,2.04
Kyrgyzstan,Pigmeat,2022,1.42
Kyrgyzstan,Pigmeat,2023,1.18
Kyrgyzstan,Poultry Meat,2010,10.72
Kyrgyzstan,Poultry Meat,2011,8.34
Kyrgyzstan,Poultry Meat,2012,7.13
Kyrgyzstan,Poultry Meat,2013,5.64
Kyrgyzstan,Poultry Meat,2014,3.63
Kyrgyzstan,Poultry Meat,2015,3.69
Kyrgyzstan,Poultry Meat,2016,4.27
Kyrgyzstan,Poultry Meat,2017,3.12
Kyrgyzstan,Poultry Meat,2018,5.89
Kyrgyzstan,Poultry Meat,2019,5.75
Kyrgyzstan,Poultry Meat,2020,5.59
Kyrgyzstan,Poultry Meat,2021,7.51
Kyrgyzstan,Poultry Meat,2022,7.94
Kyrgyzstan,Poultry Meat,2023,8.73
Kyrgyzstan,"Meat, Other",2010,1.43
Kyrgyzstan,"Meat, Other",2011,1.45
Kyrgyzstan,"Meat, Other",2012,1.45
Kyrgyzstan,"Meat, Other",2013,1.47
Kyrgyzstan,"Meat, Other",2014,1.49
Kyrgyzstan,"Meat, Other",2015,1.48
Kyrgyzstan,"Meat, Other",2016,1.49
Kyrgyzstan,"Meat, Other",2017,1.51
Kyrgyzstan,"Meat, Other",2018,1.5
Kyrgyzstan,"Meat, Other",2019,1.55
Kyrgyzstan,"Meat, Other",2020,1.46
Kyrgyzstan,"Meat, Other",2021,3.3
Kyrgyzstan,"Meat, Other",2022,3.7
Kyrgyzstan,"Meat, Other",2023,4.27
Lao People's Democratic Republic,Bovine Meat,2010,7.12
Lao People's Democratic Republic,Bovine Meat,2011,7.22
Lao People's Democratic Republic,Bovine Meat,2012,7.5
Lao People's Democratic Republic,Bovine Meat,2013,7.44
Lao People's Democratic Republic,Bovine Meat,2014,9.47
Lao People's Democratic Republic,Bovine Meat,2015,8.4
Lao People's Democratic Republic,Bovine Meat,2016,7.74
Lao People's Democratic Republic,Bovine Meat,2017,7.68
Lao People's Democratic Republic,Bovine Meat,2018,7.76
Lao People's Democratic Republic,Bovine Meat,2019,8.1
Lao People's Democratic Republic,Bovine Meat,2020,8.55
Lao People's Democratic Republic,Bovine Meat,2021,8.87
Lao People's Democratic Republic,Bovine Meat,2022,8.99
Lao People's Democratic Republic,Bovine Meat,2023,9.31
Lao People's Democratic Republic,Mutton & Goat Meat,2010,0.22
Lao People's Democratic Republic,Mutton & Goat Meat,2011,0.26
Lao People's Democratic Republic,Mutton & Goat Meat,2012,0.26
Lao People's Democratic Republic,Mutton & Goat Meat,2013,0.27
Lao People's Democratic Republic,Mutton & Goat Meat,2014,0.29
Lao People's Democratic Republic,Mutton & Goat Meat,2015,0.31
Lao People's Democratic Republic,Mutton & Goat Meat,2016,0.32
Lao People's Democratic Republic,Mutton & Goat Meat,2017,0.33
Lao People's Democratic Republic,Mutton & Goat Meat,2018,0.34
Lao People's Democratic Republic,Mutton & Goat Meat,2019,0.35
Lao People's Democratic Republic,Mutton & Goat Meat,2020,0.37
Lao People's Democratic Republic,Mutton & Goat Meat,2021,0.38
Lao People's Democratic Republic,Mutton & Goat Meat,2022,0.4
Lao People's Democratic Republic,Mutton & Goat Meat,2023,0.42
Lao People's Democratic Republic,Pigmeat,2010,8.96
Lao People's Democratic Republic,Pigmeat,2011,8.61
Lao People's Democratic Republic,Pigmeat,2012,9.13
Lao People's Democratic Republic,Pigmeat,2013,9.38
Lao People's Democratic Republic,Pigmeat,2014,10.84
Lao People's Democratic Republic,Pigmeat,2015,11.19
Lao People's Democratic Republic,Pigmeat,2016,12.33
Lao People's Democratic Republic,Pigmeat,2017,12.66
Lao People's Democratic Republic,Pigmeat,2018,12.27
Lao People's Democratic Republic,Pigmeat,2019,13.05
Lao People's Democratic Republic,Pigmeat,2020,13.57
Lao People's Democratic Republic,Pigmeat,2021,13.68
Lao People's Democratic Republic,Pigmeat,2022,13.55
Lao People's Democratic Republic,Pigmeat,2023,13.64
Lao People's Democratic Republic,Poultry Meat,2010,3.7
Lao People's Democratic Republic,Poultry Meat,2011,3.6
Lao People's Democratic Republic,Poultry Meat,2012,3.88
Lao People's Democratic Republic,Poultry Meat,2013,4.11
Lao People's Democratic Republic,Poultry Meat,2014,4.64
Lao People's Democratic Republic,Poultry Meat,2015,4.71
Lao People's Democratic Republic,Poultry Meat,2016,5.2
Lao People's Democratic Republic,Poultry Meat,2017,5.37
Lao People's Democratic Republic,Poultry Meat,2018,5.51
Lao People's Democratic Republic,Poultry Meat,2019,5.78
Lao People's Democratic Republic,Poultry Meat,2020,6.1
Lao People's Democratic Republic,Poultry Meat,2021,6.17
Lao People's Democratic Republic,Poultry Meat,2022,6.51
Lao People's Democratic Republic,Poultry Meat,2023,7.41
Lao People's Democratic Republic,"Meat, Other",2010,0
Lao People's Democratic Republic,"Meat, Other",2011,0
Lao People's Democratic Republic,"Meat, Other",2012,0
Lao People's Democratic Republic,"Meat, Other",2013,0
Lao People's Democratic Republic,"Meat, Other",2014,0.02
Lao People's Democratic Republic,"Meat, Other",2015,0
Lao People's Democratic Republic,"Meat, Other",2016,0
Lao People's Democratic Republic,"Meat, Other",2017,0
Lao People's Democratic Republic,"Meat, Other",2018,0
Lao People's Democratic Republic,"Meat, Other",2019,0.02
Lao People's Democratic Republic,"Meat, Other",2020,0.05
Lao People's Democratic Republic,"Meat, Other",2021,0.06
Lao People's Democratic Republic,"Meat, Other",2022,0.31
Lao People's Democratic Republic,"Meat, Other",2023,0.29
Lebanon,Bovine Meat,2010,19.16
Lebanon,Bovine Meat,2011,17.04
Lebanon,Bovine Meat,2012,14.35
Lebanon,Bovine Meat,2013,14.38
Lebanon,Bovine Meat,2014,12.64
Lebanon,Bovine Meat,2015,12.4
Lebanon,Bovine Meat,2016,11.87
Lebanon,Bovine Meat,2017,13.19
Lebanon,Bovine Meat,2018,14.92
Lebanon,Bovine Meat,2019,14.61
Lebanon,Bovine Meat,2020,12.69
Lebanon,Bovine Meat,2021,12.37
Lebanon,Bovine Meat,2022,13.7
Lebanon,Bovine Meat,2023,13.99
Lebanon,Mutton & Goat Meat,2010,2.84
Lebanon,Mutton & Goat Meat,2011,2.53
Lebanon,Mutton & Goat Meat,2012,2.09
Lebanon,Mutton & Goat Meat,2013,2.01
Lebanon,Mutton & Goat Meat,2014,1.8
Lebanon,Mutton & Goat Meat,2015,1.6
Lebanon,Mutton & Goat Meat,2016,1.38
Lebanon,Mutton & Goat Meat,2017,1.3
Lebanon,Mutton & Goat Meat,2018,1.45
Lebanon,Mutton & Goat Meat,2019,1.62
Lebanon,Mutton & Goat Meat,2020,1.42
Lebanon,Mutton & Goat Meat,2021,1.37
Lebanon,Mutton & Goat Meat,2022,1.38
Lebanon,Mutton & Goat Meat,2023,0.76
Lebanon,Pigmeat,2010,1.51
Lebanon,Pigmeat,2011,1.42
Lebanon,Pigmeat,2012,1.39
Lebanon,Pigmeat,2013,1.2
Lebanon,Pigmeat,2014,1.09
Lebanon,Pigmeat,2015,1.04
Lebanon,Pigmeat,2016,1.11
Lebanon,Pigmeat,2017,1.18
Lebanon,Pigmeat,2018,1.24
Lebanon,Pigmeat,2019,1.16
Lebanon,Pigmeat,2020,0.71
Lebanon,Pigmeat,2021,0.64
Lebanon,Pigmeat,2022,0.92
Lebanon,Pigmeat,2023,0.97
Lebanon,Poultry Meat,2010,17.65
Lebanon,Poultry Meat,2011,19.29
Lebanon,Poultry Meat,2012,20.85
Lebanon,Poultry Meat,2013,16.59
Lebanon,Poultry Meat,2014,16.72
Lebanon,Poultry Meat,2015,18.3
Lebanon,Poultry Meat,2016,21.66
Lebanon,Poultry Meat,2017,22.82
Lebanon,Poultry Meat,2018,23.73
Lebanon,Poultry Meat,2019,21.82
Lebanon,Poultry Meat,2020,20.61
Lebanon,Poultry Meat,2021,23.46
Lebanon,Poultry Meat,2022,21.22
Lebanon,Poultry Meat,2023,22.47
Lebanon,"Meat, Other",2010,0.03
Lebanon,"Meat, Other",2011,0.02
Lebanon,"Meat, Other",2012,0
Lebanon,"Meat, Other",2013,0
Lebanon,"Meat, Other",2014,0.01
Lebanon,"Meat, Other",2015,0.01
Lebanon,"Meat, Other",2016,0.02
Lebanon,"Meat, Other",2017,0.01
Lebanon,"Meat, Other",2018,0.02
Lebanon,"Meat, Other",2019,0.01
Lebanon,"Meat, Other",2020,0
Lebanon,"Meat, Other",2021,0
Lebanon,"Meat, Other",2022,0.01
Lebanon,"Meat, Other",2023,0.01
Malaysia,Bovine Meat,2010,6.65
Malaysia,Bovine Meat,2011,7.11
Malaysia,Bovine Meat,2012,7.29
Malaysia,Bovine Meat,2013,7.88
Malaysia,Bovine Meat,2014,7.89
Malaysia,Bovine Meat,2015,8.56
Malaysia,Bovine Meat,2016,7.98
Malaysia,Bovine Meat,2017,7.55
Malaysia,Bovine Meat,2018,7.65
Malaysia,Bovine Meat,2019,7.24
Malaysia,Bovine Meat,2020,7.46
Malaysia,Bovine Meat,2021,7.1
Malaysia,Bovine Meat,2022,8.76
Malaysia,Bovine Meat,2023,8.75
Malaysia,Mutton & Goat Meat,2010,0.85
Malaysia,Mutton & Goat Meat,2011,0.72
Malaysia,Mutton & Goat Meat,2012,0.85
Malaysia,Mutton & Goat Meat,2013,1
Malaysia,Mutton & Goat Meat,2014,1.17
Malaysia,Mutton & Goat Meat,2015,1.23
Malaysia,Mutton & Goat Meat,2016,1.21
Malaysia,Mutton & Goat Meat,2017,1.33
Malaysia,Mutton & Goat Meat,2018,1.23
Malaysia,Mutton & Goat Meat,2019,1.06
Malaysia,Mutton & Goat Meat,2020,1.23
Malaysia,Mutton & Goat Meat,2021,0.96
Malaysia,Mutton & Goat Meat,2022,1.35
Malaysia,Mutton & Goat Meat,2023,1.17
Malaysia,Pigmeat,2010,8.7
Malaysia,Pigmeat,2011,7.9
Malaysia,Pigmeat,2012,7.64
Malaysia,Pigmeat,2013,7.6
Malaysia,Pigmeat,2014,7.61
Malaysia,Pigmeat,2015,7.88
Malaysia,Pigmeat,2016,7.04
Malaysia,Pigmeat,2017,7.6
Malaysia,Pigmeat,2018,7.81
Malaysia,Pigmeat,2019,7.45
Malaysia,Pigmeat,2020,7.09
Malaysia,Pigmeat,2021,6.46
Malaysia,Pigmeat,2022,6.86
Malaysia,Pigmeat,2023,7.24
Malaysia,Poultry Meat,2010,44.8
Malaysia,Poultry Meat,2011,45.56
Malaysia,Poultry Meat,2012,47.11
Malaysia,Poultry Meat,2013,48.94
Malaysia,Poultry Meat,2014,51.98
Malaysia,Poultry Meat,2015,53.06
Malaysia,Poultry Meat,2016,56.22
Malaysia,Poultry Meat,2017,52.26
Malaysia,Poultry Meat,2018,51.05
Malaysia,Poultry Meat,2019,50.33
Malaysia,Poultry Meat,2020,51.09
Malaysia,Poultry Meat,2021,49.44
Malaysia,Poultry Meat,2022,49.98
Malaysia,Poultry Meat,2023,51.9
Malaysia,"Meat, Other",2010,0.01
Malaysia,"Meat, Other",2011,0.01
Malaysia,"Meat, Other",2012,0.01
Malaysia,"Meat, Other",2013,0.01
Malaysia,"Meat, Other",2014,0.01
Malaysia,"Meat, Other",2015,0.01
Malaysia,"Meat, Other",2016,0.01
Malaysia,"Meat, Other",2017,0.01
Malaysia,"Meat, Other",2018,0.01
Malaysia,"Meat, Other",2019,0.02
Malaysia,"Meat, Other",2020,0.02
Malaysia,"Meat, Other",2021,0.01
Malaysia,"Meat, Other",2022,0.01
Malaysia,"Meat, Other",2023,0.02
Maldives,Bovine Meat,2010,6.12
Maldives,Bovine Meat,2011,7.04
Maldives,Bovine Meat,2012,7.06
Maldives,Bovine Meat,2013,8.62
Maldives,Bovine Meat,2014,7.42
Maldives,Bovine Meat,2015,10.58
Maldives,Bovine Meat,2016,8.86
Maldives,Bovine Meat,2017,8.58
Maldives,Bovine Meat,2018,10.12
Maldives,Bovine Meat,2019,9.73
Maldives,Bovine Meat,2020,7.89
Maldives,Bovine Meat,2021,11.84
Maldives,Bovine Meat,2022,14.8
Maldives,Bovine Meat,2023,9.06
Maldives,Mutton & Goat Meat,2010,0.64
Maldives,Mutton & Goat Meat,2011,0.66
Maldives,Mutton & Goat Meat,2012,0.66
Maldives,Mutton & Goat Meat,2013,0.67
Maldives,Mutton & Goat Meat,2014,0.74
Maldives,Mutton & Goat Meat,2015,0.94
Maldives,Mutton & Goat Meat,2016,3.12
Maldives,Mutton & Goat Meat,2017,1.58
Maldives,Mutton & Goat Meat,2018,1.22
Maldives,Mutton & Goat Meat,2019,1.15
Maldives,Mutton & Goat Meat,2020,0.74
Maldives,Mutton & Goat Meat,2021,1.32
Maldives,Mutton & Goat Meat,2022,1.77
Maldives,Mutton & Goat Meat,2023,2.04
Maldives,Pigmeat,2010,0.91
Maldives,Pigmeat,2011,0.96
Maldives,Pigmeat,2012,0.97
Maldives,Pigmeat,2013,0.92
Maldives,Pigmeat,2014,1.01
Maldives,Pigmeat,2015,0.9
Maldives,Pigmeat,2016,0.94
Maldives,Pigmeat,2017,1.03
Maldives,Pigmeat,2018,1
Maldives,Pigmeat,2019,1.18
Maldives,Pigmeat,2020,0.45
Maldives,Pigmeat,2021,0.7
Maldives,Pigmeat,2022,0.83
Maldives,Pigmeat,2023,0.82
Maldives,Poultry Meat,2010,12.7
Maldives,Poultry Meat,2011,13.07
Maldives,Poultry Meat,2012,13.07
Maldives,Poultry Meat,2013,13.62
Maldives,Poultry Meat,2014,13.95
Maldives,Poultry Meat,2015,15.01
Maldives,Poultry Meat,2016,17.01
Maldives,Poultry Meat,2017,15.71
Maldives,Poultry Meat,2018,16.01
Maldives,Poultry Meat,2019,16.03
Maldives,Poultry Meat,2020,14.97
Maldives,Poultry Meat,2021,18.16
Maldives,Poultry Meat,2022,20.44
Maldives,Poultry Meat,2023,17.5
Maldives,"Meat, Other",2010,0.18
Maldives,"Meat, Other",2011,0.11
Maldives,"Meat, Other",2012,0.11
Maldives,"Meat, Other",2013,0.13
Maldives,"Meat, Other",2014,0.15
Maldives,"Meat, Other",2015,0.13
Maldives,"Meat, Other",2016,0.24
Maldives,"Meat, Other",2017,0.18
Maldives,"Meat, Other",2018,0.16
Maldives,"Meat, Other",2019,0.19
Maldives,"Meat, Other",2020,0.16
Maldives,"Meat, Other",2021,1.73
Maldives,"Meat, Other",2022,0.19
Maldives,"Meat, Other",2023,0.2
Mongolia,Bovine Meat,2010,14.8
Mongolia,Bovine Meat,2011,16.99
Mongolia,Bovine Meat,2012,19.24
Mongolia,Bovine Meat,2013,18.25
Mongolia,Bovine Meat,2014,16.96
Mongolia,Bovine Meat,2015,19.56
Mongolia,Bovine Meat,2016,23.2
Mongolia,Bovine Meat,2017,21.85
Mongolia,Bovine Meat,2018,24.76
Mongolia,Bovine Meat,2019,24.73
Mongolia,Bovine Meat,2020,29.56
Mongolia,Bovine Meat,2021,30.71
Mongolia,Bovine Meat,2022,29.79
Mongolia,Bovine Meat,2023,33.28
Mongolia,Mutton & Goat Meat,2010,46.48
Mongolia,Mutton & Goat Meat,2011,41.53
Mongolia,Mutton & Goat Meat,2012,39.88
Mongolia,Mutton & Goat Meat,2013,48.94
Mongolia,Mutton & Goat Meat,2014,45.23
Mongolia,Mutton & Goat Meat,2015,55.1
Mongolia,Mutton & Goat Meat,2016,49.18
Mongolia,Mutton & Goat Meat,2017,53.55
Mongolia,Mutton & Goat Meat,2018,51.43
Mongolia,Mutton & Goat Meat,2019,64.34
Mongolia,Mutton & Goat Meat,2020,66.98
Mongolia,Mutton & Goat Meat,2021,65.09
Mongolia,Mutton & Goat Meat,2022,67.04
Mongolia,Mutton & Goat Meat,2023,69.4
Mongolia,Pigmeat,2010,0.19
Mongolia,Pigmeat,2011,0.17
Mongolia,Pigmeat,2012,0.24
Mongolia,Pigmeat,2013,0.44
Mongolia,Pigmeat,2014,0.45
Mongolia,Pigmeat,2015,0.29
Mongolia,Pigmeat,2016,0.3
Mongolia,Pigmeat,2017,0.38
Mongolia,Pigmeat,2018,1.13
Mongolia,Pigmeat,2019,1.02
Mongolia,Pigmeat,2020,1.34
Mongolia,Pigmeat,2021,2.92
Mongolia,Pigmeat,2022,2.83
Mongolia,Pigmeat,2023,2.2
Mongolia,Poultry Meat,2010,1.78
Mongolia,Poultry Meat,2011,2.09
Mongolia,Poultry Meat,2012,2.29
Mongolia,Poultry Meat,2013,2.54
Mongolia,Poultry Meat,2014,2.69
Mongolia,Poultry Meat,2015,2.72
Mongolia,Poultry Meat,2016,2.73
Mongolia,Poultry Meat,2017,2.79
Mongolia,Poultry Meat,2018,3.85
Mongolia,Poultry Meat,2019,4.35
Mongolia,Poultry Meat,2020,4.36
Mongolia,Poultry Meat,2021,6.13
Mongolia,Poultry Meat,2022,7.13
Mongolia,Poultry Meat,2023,7.65
Mongolia,"Meat, Other",2010,4.92
Mongolia,"Meat, Other",2011,8.32
Mongolia,"Meat, Other",2012,13
Mongolia,"Meat, Other",2013,11.93
Mongolia,"Meat, Other",2014,12.02
Mongolia,"Meat, Other",2015,12.03
Mongolia,"Meat, Other",2016,11.91
Mongolia,"Meat, Other",2017,12.14
Mongolia,"Meat, Other",2018,10.97
Mongolia,"Meat, Other",2019,16.41
Mongolia,"Meat, Other",2020,18.16
Mongolia,"Meat, Other",2021,16.89
Mongolia,"Meat, Other",2022,24.81
Mongolia,"Meat, Other",2023,23.61
Myanmar,Bovine Meat,2010,5.84
Myanmar,Bovine Meat,2011,6.1
Myanmar,Bovine Meat,2012,6.49
Myanmar,Bovine Meat,2013,6.88
Myanmar,Bovine Meat,2014,7.3
Myanmar,Bovine Meat,2015,7.87
Myanmar,Bovine Meat,2016,8.73
